id,created_at,ratee,rater,date,rating,athleticism_rating,rolling_rating,awareness_rating,decision_rating,effort_rating,comments,status
3257,2024-08-02 16:50:07,525,596,2024-08-01,5.0,5.0,5.0,5.0,5.0,5.0,,Complete
3256,2024-08-02 16:49:46,668,596,2024-08-01,5.0,5.0,5.0,5.0,5.0,5.0,,Complete
3255,2024-08-02 16:49:19,673,596,2024-08-01,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
3254,2024-08-02 16:49:08,528,596,2024-08-01,5.0,5.0,5.0,5.0,5.0,5.0,,Complete
3253,2024-08-02 16:48:53,684,596,2024-08-01,5.0,5.0,5.0,5.0,5.0,5.0,,Complete
3252,2024-08-02 16:48:46,681,596,2024-08-01,3.0,4.0,4.0,3.0,4.0,4.0,,Complete
3251,2024-08-02 16:48:38,554,596,2024-07-31,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
3250,2024-08-02 16:47:44,620,596,2024-07-31,5.0,5.0,5.0,5.0,5.0,5.0,One of the best second years,Complete
3249,2024-08-02 16:47:27,583,596,2024-07-31,4.0,3.0,4.0,3.0,4.0,5.0,,Complete
3248,2024-08-02 16:47:17,619,596,2024-07-31,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
3247,2024-08-02 16:47:10,629,596,2024-07-31,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
3246,2024-08-02 16:44:13,556,596,2024-07-31,5.0,5.0,5.0,5.0,5.0,5.0,,Complete
3245,2024-08-02 16:44:01,670,596,2024-07-31,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
3244,2024-08-02 16:43:53,634,596,2024-07-31,4.0,4.0,3.0,4.0,4.0,4.0,,Complete
3243,2024-08-02 16:42:55,648,596,2024-07-31,4.0,5.0,4.0,4.0,4.0,4.0,,Complete
3242,2024-08-02 16:42:45,514,596,2024-07-31,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
3241,2024-08-02 16:42:32,679,596,2024-07-31,4.0,4.0,4.0,3.5,4.0,4.0,,Complete
3240,2024-08-02 16:24:11,668,600,2024-08-02,2.0,,2.0,,,2.0,Rolled the balls slowly to the net on serve side change. Didn’t seem too energized,Complete
3239,2024-08-02 16:13:11,673,572,2024-08-02,3.0,4.0,1.0,2.5,3.0,2.5,Sloppy effort with balls and consistency dropping them and not showing hands enough,Complete
3238,2024-08-02 16:12:15,528,572,2024-08-02,4.0,3.5,4.0,5.0,5.0,5.0,"Understands balancing and that if a player has three balls will give one back to her, shows hands almost every point, good effort",Complete
3237,2024-08-02 16:12:13,528,572,2024-08-02,4.0,3.5,4.0,5.0,5.0,5.0,"Understands balancing and that if a player has three balls will give one back to her, shows hands almost every point, good effort",Complete
3236,2024-08-02 16:10:53,617,572,2024-08-02,3.0,2.5,2.5,1.0,2.5,1.5,Hesitation on even ball rolls and not showing hands a lot,Complete
3235,2024-08-02 16:06:39,680,600,2024-08-02,3.0,,,3.0,3.0,,Good shift overall but not thinking at the next level,Complete
3234,2024-08-02 15:55:52,525,600,2024-08-02,4.0,4.0,,,,4.0,Incredible shift. Catching balls left and right like it’s nothing,Complete
3233,2024-08-02 15:46:49,524,592,2024-08-01,4.0,4.0,4.0,4.5,4.0,4.5,Pretty good at the net. Did a doubles tiebreak. Need to build confidence for singles,Complete
3232,2024-08-02 15:44:46,612,592,2024-08-01,2.0,1.5,2.0,3.0,3.0,1.0,Jogging around instead of sprinting. Actively avoids balls instead of catching them,Complete
3231,2024-08-02 15:41:38,619,592,2024-08-01,2.5,1.5,1.5,1.5,3.0,3.0,forgot service change in a tiebreak. Slow. Bouncy rolls,Complete
3230,2024-08-02 15:40:24,680,592,2024-08-01,3.0,2.5,3.0,2.0,2.5,3.0,"Shift 2 stadium:
For some reason, both nets were on the far side of the court after warmup and did not get balls down to the service side.",Complete
3229,2024-08-02 15:37:35,611,592,2024-08-01,2.5,3.0,1.5,1.5,2.5,3.5,"Shift 2 Stadium:
was not aware of the even game service change/ delayed. For some reason, both nets were on the far side of the court after warmup and did not get balls down to the service side. Bouncy rolls",Complete
3228,2024-08-02 15:33:29,648,591,2024-08-02,4.0,,,,,,Very good net.,Complete
3227,2024-08-02 15:27:44,656,591,2024-08-02,3.0,,,,,,Good for a rookie. Good running and good rolls. Also felt like he was caught off guard by my rolls when the balls had to change sides. He also almost rolled the ball the wrong way but he realized and didn't. Needs to be more aware during tiebreakers and take a bit more leadership at net.,Complete
3226,2024-08-02 15:19:57,628,591,2024-08-02,3.0,,,,,,Decent net. Good rolls. Not assertive enough on tiebreakers. I felt like all my rolls to her caught her by surprise. Seemed like she wasn't looking both ways during that. Good enough on regular games/sets.,Complete
3225,2024-08-02 15:14:48,649,591,2024-08-02,4.0,,,,,,Good net. Good rolls. Good court awareness.,Complete
3224,2024-08-02 15:13:03,622,591,2024-08-02,3.5,,,,,,Good back. Good serving the player first. Looks comfortable at the back. Generally good decision making.,Complete
3223,2024-08-02 15:08:39,613,591,2024-08-02,3.5,,,,,,Good back. Good rolls and court awareness.,Complete
3222,2024-08-02 15:02:23,628,592,2024-08-02,0.5,0.5,0.5,0.5,0.5,0.5,"Shift 2 Grandstand:
Hot mess. Slow at getting balls to the other side. Rolled balls the wrong way during a tiebreak. Doesn’t sprint. Slow bouncy rolls. Fumbled the balls when it was only 2 balls coming down.",Complete
3221,2024-08-02 14:07:11,622,602,2024-08-02,1.5,,,,,,Too much hesitation for the weekend,Complete
3220,2024-08-02 14:03:47,534,602,2024-08-02,4.0,,,,,,Lights out,Complete
3219,2024-08-02 14:02:25,622,602,2024-08-02,2.0,,,,,,Too much hesitation for the weekend,Complete
3218,2024-08-02 13:36:25,679,586,2024-08-02,3.0,,,,,,"Good tiebreak, good athlete. Asking really good questions and clearly very paying close attention.",Draft
3217,2024-08-02 13:28:06,656,599,2024-08-01,3.5,,,,,,,Complete
3216,2024-08-02 13:28:00,635,599,2024-08-01,4.0,,,,,,,Complete
3215,2024-08-02 13:27:54,554,599,2024-08-01,4.0,,,,,,,Complete
3214,2024-08-02 13:27:50,583,599,2024-08-01,3.0,,,,,,,Complete
3213,2024-08-02 13:27:45,515,599,2024-08-01,4.0,,,,,,,Complete
3212,2024-08-02 13:27:41,636,599,2024-08-01,4.0,,,,,,,Complete
3211,2024-08-02 13:27:37,613,599,2024-08-01,4.0,,,,,,,Complete
3210,2024-08-02 13:27:33,591,599,2024-08-01,4.0,,,,,,,Complete
3209,2024-08-02 13:27:22,628,599,2024-08-01,3.0,,,,,,,Complete
3208,2024-08-02 13:20:53,620,586,2024-08-02,4.5,,,,,,Still incredible. ,Draft
3207,2024-08-02 13:19:57,552,586,2024-08-02,3.5,,,,,,Good back. Balances are very good. Strong tiebreak. ,Draft
3206,2024-08-02 13:17:04,626,586,2024-08-02,4.0,,,,,,"Great athlete, rolls are really good. A few fumbles but recovered easily both times. Great tiebreak, knew what was happening every point.  ",Draft
3205,2024-08-02 12:57:38,674,581,2024-08-02,3.0,,,,,,"Good servicing the player on changeovers, especially ice towels.  Slight hesitation sometimes at net on crossing. Very good rookie net",Complete
3204,2024-08-02 12:53:34,616,581,2024-08-02,3.0,,,,,,"Good stadium shift, some hesitation on balancing but quick and accurate balancing throws",Complete
3202,2024-08-01 23:08:45,675,577,2024-08-01,3.5,3.0,,4.0,,4.0,zoe seems like she knows exactly what she’s doing but she fumbled quite a few balls today/missed roll receives that hurt her. she is a great back though,Complete
3201,2024-08-01 23:05:45,565,577,2024-08-01,4.5,4.5,4.0,4.5,4.5,5.0,"i think dhruv is really solid, he seems to give it his all out there and is enthusiastic about being here. a good net/back switch",Complete
3200,2024-08-01 23:03:18,643,577,2024-08-01,4.0,3.5,3.5,4.0,4.0,4.5,,Complete
3199,2024-08-01 23:02:02,564,577,2024-08-01,4.0,4.0,4.0,4.5,4.0,4.5,"jason is a really solid back, pretty quick and well aware",Complete
3198,2024-08-01 22:59:25,667,577,2024-08-01,4.0,4.0,,,,4.5,,Complete
3197,2024-08-01 22:57:43,613,577,2024-08-01,4.0,3.5,3.5,4.5,4.5,4.5,"scott is great, a second year who knows what’s going on the court and acts on it. he’s also proactive getting the bugs off the court",Complete
3196,2024-08-01 22:56:19,617,577,2024-08-01,3.0,3.0,3.0,2.5,3.5,3.0,"caleb is good but i noticed he was less aggressive on the balancing and left his back hanging a few times, also could use a little more visible hustle",Complete
3195,2024-08-01 22:56:18,679,586,2024-08-01,2.0,,,,,,"Missed a change of ends running for a ball in the net, back had to come up and roll to other back. Had a few other missteps. Super high effort, fast, generally good decision making other than the couple errors.",Complete
3194,2024-08-01 22:56:11,678,586,2024-08-01,2.5,,,,,,Forgot ball change. Great tiebreak. Generally aware. Great athlete,Complete
3193,2024-08-01 22:56:04,514,586,2024-08-01,3.5,,,,,,Fast and high work rate. Forgot ball change. Good hands. Very solid back.,Complete
3192,2024-08-01 22:55:29,524,586,2024-08-01,4.5,,,,,,Great tiebreak. Nearly tackled gates on a ball in the middle of the court but she beat him to it. Always on it with umbrella duty.,Complete
3191,2024-08-01 22:53:00,545,577,2024-08-01,3.0,3.5,3.5,2.0,2.5,3.5,"joshua missed a few balls in the back and didn’t look left/right or even at me pointing, became a pattern although overall he’s good",Complete
3190,2024-08-01 22:23:03,515,683,2024-08-01,5.0,5.0,5.0,5.0,5.0,5.0,Over enthusiastic but that’s not a bad thing. A full day of flawless shifts. He asks for feedback and cares a lot.,Complete
3189,2024-08-01 22:16:23,668,592,2024-08-01,3.5,3.5,3.0,3.5,3.5,3.5,Great for a first year. Completely unfazed after taking a serve to the face. Same old stoic face.,Complete
3188,2024-08-01 22:16:12,628,602,2024-08-01,3.0,,,,,,One ball rolled thru on changeover,Complete
3187,2024-08-01 22:14:46,680,592,2024-08-01,3.0,3.0,2.5,3.0,1.5,3.0,Ok net. Needs to improve on her decision making. Hesitates a lot on when to cross.,Complete
3186,2024-08-01 22:13:51,648,592,2024-08-01,4.5,4.5,4.5,4.5,4.5,4.5,Great net partner. No mistakes.,Complete
3185,2024-08-01 22:12:35,619,592,2024-08-01,2.5,1.0,0.5,3.0,2.0,3.0,Shotgun rolls. Bouncy rolls. Needs to learn the concept of prebalance.,Complete
3184,2024-08-01 22:11:02,565,592,2024-08-01,3.5,3.5,3.0,2.0,3.0,3.0,"Stadium net shift:
Needs to look both ways after every point. Left a ball stranded on the receiving side.",Complete
3183,2024-08-01 21:39:26,661,575,2024-08-01,3.0,2.5,3.0,3.5,3.5,4.0,Can be faster to react when going for a ball in the net. Can do a better job at gauging how fast to roll a ball to the back.,Complete
3182,2024-08-01 21:29:08,513,575,2024-08-01,4.5,5.0,4.5,4.5,5.0,5.0,Will sometimes try and balance when her back partner isn’t in a good position to receive a ball,Complete
3181,2024-08-01 21:26:40,670,575,2024-08-01,3.5,3.5,3.0,3.0,4.0,4.5,Can be quicker with rolling balls down to nets. Can also be more proactive with balancing balls. Can also be more aware of were all the balls are on court and where they need to be going,Complete
3180,2024-08-01 21:24:21,521,575,2024-08-01,4.0,4.5,4.0,4.0,4.0,4.5,Can make more of an effort to not roll balls in the blue part of the court and can be more proactive with balancing,Complete
3179,2024-08-01 21:24:09,650,575,2024-08-01,4.0,3.5,4.0,3.5,4.0,4.5,Can flash hands more often. Can make a better effort at not rolling balls in the blue part of the court,Complete
3178,2024-08-01 20:00:39,650,601,2024-08-01,3.5,3.5,3.5,4.0,4.0,4.0,Davies is solid.,Complete
3177,2024-08-01 19:59:55,521,601,2024-08-01,4.0,4.0,4.0,4.0,4.5,4.0,Knows what to do for sure. Improvement could be decisiveness.,Complete
3176,2024-08-01 19:58:26,670,601,2024-08-01,4.0,4.5,4.0,3.5,4.0,5.0,Effort is incredible. Awareness needs to be a little better but excellent stadium shift on Tiafoe match.,Complete
3175,2024-08-01 19:57:34,680,601,2024-08-01,4.0,4.0,4.0,4.0,4.0,4.0,Good awareness.,Complete
3170,2024-08-01 17:01:00,675,600,2024-08-01,4.0,,,4.0,4.0,4.0,Having a Great shift. Really solid all around. One of the top rooks I’ve seen. Just needs more exposure to different scenarios. Not super fast either,Complete
3169,2024-08-01 17:00:58,675,600,2024-08-01,4.0,,,4.0,4.0,4.0,Having a Great shift. Really solid all around. One of the top rooks I’ve seen. Just needs more exposure to different scenarios. Not super fast either,Complete
3168,2024-08-01 16:56:20,617,600,2024-08-01,3.0,,,3.0,,,Didn’t seem to catch on to the fact that Azarenka only takes balls from one side. Back partner kept trying to help and signal but no dice,Complete
3167,2024-08-01 16:52:47,617,602,2024-08-01,2.5,,,,,,"Tools are there, head is not",Complete
3166,2024-08-01 16:51:15,675,602,2024-08-01,3.0,,,,,,Best shift of the week,Complete
3161,2024-08-01 15:36:27,661,586,2024-08-01,2.0,,,,,,"Solid but clearly a rookie with hesitations at times. Not particularly fast. Not perfect with crossing decisions, legum is having to compensate at times.",Complete
3160,2024-08-01 15:35:52,521,586,2024-08-01,4.0,,,,,,"Good communication with the stop sign to his net on a ball in the middle. Talked to him a few days ago about looking rushed and sometimes running to hard at times… he has acted on that convo well! Just had a ball change where he got the balls from the other back so she could get umbrella, it was fast but not frenetic. Lots of this same sort of thing. Best I’ve seen him.",Complete
3159,2024-08-01 15:35:01,670,586,2024-08-01,3.0,,,,,,"Nice quick balance! Expertly done with little time. Managing space to player very well when servicing. Good hands. Using some nonverbal communication with net. Flirting with a 3.5 star, rookie of the year candidate with Rose",Complete
3149,2024-08-01 14:59:06,681,586,2024-08-01,2.0,,,,,,"Does not look as strong as he did earlier in the week. Missed a ball that his back rolled, never looked.",Complete
3148,2024-08-01 14:59:03,626,586,2024-08-01,3.5,,,,,,Didn’t do anything spectacular but in control and making the right decisions. Easy speed. Alerted net partner to ball when partner wasn’t paying attention. 3.5 might be too low,Complete
3147,2024-08-01 14:59:01,622,586,2024-08-01,2.5,,,,,,Good not great. Looks pretty aware. A little fumble-y. Some hesitation.,Complete
3139,2024-08-01 14:10:52,612,602,2024-08-01,3.0,,,,,,"Aware, not fast, no mistakes",Complete
3138,2024-08-01 13:34:00,656,1,2024-08-01,3.5,,,,,,test,Deleted
3137,2024-08-01 13:33:41,521,602,2024-08-01,4.0,,,,,,Very good stadium shift,Complete
3136,2024-08-01 13:26:57,521,602,2024-08-01,4.0,,,,,,Very good stadium shift,Complete
3135,2024-08-01 13:18:21,656,1,2024-08-01,2.5,,,,,,test,Deleted
3134,2024-08-01 12:33:15,679,577,2024-07-31,4.5,4.5,4.0,4.0,4.5,5.0,as good as the first year nets get,Draft
3133,2024-08-01 12:33:14,679,577,2024-07-31,4.5,4.5,4.0,4.0,4.5,5.0,as good as the first year nets get,Complete
3132,2024-08-01 12:31:34,575,577,2024-07-31,5.0,,,,,,smooth,Draft
3131,2024-08-01 12:31:13,575,577,2024-07-31,5.0,,,,,,,Complete
3130,2024-08-01 12:31:03,630,577,2024-07-31,4.0,4.0,3.5,4.0,4.0,4.0,a very solid first year net from what ive seen,Draft
3129,2024-08-01 12:31:02,630,577,2024-07-31,4.0,4.0,3.5,4.0,4.0,4.0,a very solid first year net from what ive seen,Complete
3128,2024-08-01 12:30:11,659,577,2024-07-31,3.5,3.5,3.0,3.5,3.5,4.0,"aakash is great, i need to tell him to watch the lazy cactus and back pedaling into his spot though. noticed some sloppiness but he’s great ",Draft
3127,2024-08-01 12:30:09,659,577,2024-07-31,3.5,3.5,3.0,3.5,3.5,4.0,"aakash is great, i need to tell him to watch the lazy cactus and back pedaling into his spot though. noticed some sloppiness but he’s great",Complete
3126,2024-08-01 12:28:40,678,577,2024-07-31,4.0,4.0,3.5,4.0,4.0,4.5,"wyatt is solid, no wow factor but rarely any mistakes and good aggression. also good hands/shelton warmup serve catches",Draft
3125,2024-08-01 12:28:38,678,577,2024-07-31,4.0,4.0,3.5,4.0,4.0,4.5,"wyatt is solid, no wow factor but rarely any mistakes and good aggression. also good hands/shelton warmup serve catches",Complete
3124,2024-08-01 12:26:29,615,577,2024-07-31,4.0,4.0,3.5,4.0,4.0,4.0,"she’s very good, especially at nonverbal communication, but was a bit less aggressive on loose balls then i feel like she should/could have been",Draft
3123,2024-08-01 12:26:27,615,577,2024-07-31,4.0,4.0,3.5,4.0,4.0,4.0,"she’s very good, especially at nonverbal communication, but was a bit less aggressive on loose balls then i feel like she should/could have been",Complete
3122,2024-08-01 12:24:24,518,577,2024-07-31,4.5,4.5,4.0,5.0,4.5,5.0,"asher is a very good back, full effort and he wants to get better",Draft
3121,2024-08-01 12:24:22,518,577,2024-07-31,4.5,4.5,4.0,5.0,4.5,5.0,"asher is a very good back, full effort and he wants to get better",Complete
3120,2024-08-01 12:23:11,549,577,2024-07-31,4.5,5.0,4.5,4.5,4.5,5.0,,Draft
3119,2024-08-01 12:23:10,549,577,2024-07-31,4.5,5.0,4.5,4.5,4.5,5.0,,Complete
3118,2024-08-01 12:22:41,629,577,2024-07-31,4.5,4.5,4.0,4.5,4.5,5.0,,Draft
3117,2024-08-01 12:22:29,629,577,2024-07-31,4.5,4.5,4.0,4.5,4.5,5.0,,Complete
3116,2024-08-01 12:20:19,599,577,2024-07-31,5.0,5.0,5.0,5.0,5.0,5.0,Please leave comments here. ,Draft
3115,2024-08-01 12:20:09,599,577,2024-07-31,5.0,5.0,5.0,5.0,5.0,5.0,Please leave comments here.,Complete
3114,2024-08-01 11:48:48,575,602,2024-08-01,4.0,,,,,,Test,Complete
3113,2024-08-01 11:48:03,661,602,2024-08-01,3.0,,,,,,"Bouncy rolls, avg speed, aware",Deleted
3111,2024-08-01 11:47:26,661,602,2024-08-01,3.0,,,,,,"Bouncy rolls, avg speed, aware",Deleted
3110,2024-08-01 11:47:20,661,602,2024-08-01,3.0,,,,,,"Bouncy rolls, avg speed, aware",Exclude
3109,2024-08-01 11:47:16,661,602,2024-08-01,3.0,,,,,,"Bouncy rolls, avg speed, aware",Complete
3108,2024-08-01 10:24:50,596,599,2024-07-31,4.0,,,,,,,Complete
3107,2024-08-01 10:24:42,678,599,2024-07-31,3.5,,,,,,,Complete
3106,2024-08-01 10:24:34,558,599,2024-07-31,4.0,,,,,,,Complete
3105,2024-08-01 10:24:27,679,599,2024-07-31,3.5,,,,,,,Complete
3104,2024-08-01 10:24:14,648,599,2024-07-31,3.5,,,,,,,Complete
3103,2024-08-01 10:24:06,674,599,2024-07-31,3.0,,,,,,,Complete
3102,2024-08-01 10:24:00,634,599,2024-07-31,4.0,,,,,,,Complete
3101,2024-08-01 10:23:57,575,599,2024-07-31,4.5,,,,,,,Complete
3100,2024-08-01 10:23:55,577,599,2024-07-31,4.5,,,,,,,Complete
3099,2024-08-01 10:23:51,518,599,2024-07-31,4.0,,,,,,,Complete
3098,2024-08-01 10:23:47,583,599,2024-07-31,3.5,,,,,,,Complete
3097,2024-08-01 10:23:39,619,599,2024-07-31,3.5,,,,,,,Complete
3096,2024-08-01 09:42:08,659,599,2024-07-31,3.0,,,,,,,Complete
3095,2024-08-01 09:41:59,615,599,2024-07-31,4.0,,,,,,,Complete
3094,2024-08-01 00:49:51,681,591,2024-07-31,2.5,,,,,,Needs to work on looking both ways/general court awareness. Sometimes tried to hold the ball at net when he could have rolled it down in between points. Good hustle. I believe he did alright on the tiebreaker.,Complete
3093,2024-08-01 00:40:38,515,591,2024-07-31,3.0,,,,,,Generally good back. He does better with a more experienced/communicative back partner (I worked with him a lot). Serves the player first. Watched him on a tiebreaker and it wasn't the best. Didn't delay play but needed to realize to roll the balls down sooner. No major mistakes. Really good rolls. Gets quite nervous when captains/chairs are watching to eval.,Complete
3092,2024-08-01 00:28:54,525,591,2024-07-31,4.5,,,,,,"Great back. Looks very clean out on court. Great awareness, effort, and decision making. Great hands.",Complete
3091,2024-08-01 00:25:25,545,597,2024-07-31,3.0,,,,,,,Complete
3090,2024-08-01 00:24:37,678,575,2024-07-31,3.5,4.0,3.5,3.5,3.5,4.5,Should make more of an effort to roll balls out of the blue part of the court. Could be more proactive with balancing,Complete
3089,2024-08-01 00:23:17,680,597,2024-07-31,3.0,,,,,,,Complete
3088,2024-08-01 00:22:54,513,597,2024-07-31,3.5,,,,,,,Complete
3087,2024-08-01 00:22:38,565,597,2024-07-31,4.0,,,,,,,Complete
3086,2024-08-01 00:22:25,682,597,2024-07-31,3.0,,,,,,,Complete
3085,2024-08-01 00:22:10,676,597,2024-07-31,3.0,,,,,,,Complete
3084,2024-08-01 00:21:58,611,597,2024-07-31,3.0,,,,,,,Complete
3083,2024-08-01 00:20:22,629,575,2024-07-31,4.0,5.0,4.0,4.0,4.5,5.0,Can do a better job at gauging how fast to roll balls to the backs. Can also be a little more aggressive when going for a ball that others are also going for,Complete
3082,2024-07-31 22:55:15,560,581,2024-07-31,2.0,,,,,,Seemed a little checked out on the Harris court. Maybe because it was late. Rolls were non existent. Most were just under arm throws to the net....,Complete
3081,2024-07-31 22:49:18,521,581,2024-07-31,3.5,,,,,,"Good shifts today. Excellent effort. Did keep over balancing on our first shift, as the player only took 1 ball but Evan didn't seem to realize and kept balancing the 3rd ball and Ethan missed one of those unnecessary passes",Complete
3080,2024-07-31 22:47:56,662,600,2024-07-31,4.5,,,,4.5,4.5,Had a really well done bet back switch. Looked like a natural,Complete
3079,2024-07-31 22:35:46,643,602,2024-07-31,4.5,,,,,,Heads up towel leadership,Complete
3078,2024-07-31 22:35:15,662,602,2024-07-31,3.5,,,,,,Another damn good rook,Complete
3077,2024-07-31 22:34:58,656,602,2024-07-31,3.5,,,,,,Solid fast rook,Complete
3076,2024-07-31 22:28:29,665,581,2024-07-31,2.5,,,,,,Good rookie net. Some hesitation and left a ball on the receiving side once. Good effort today,Complete
3075,2024-07-31 22:13:16,613,581,2024-07-31,3.5,,,,,,Great shifts today. Excellent catches. Good serving the player and communication,Complete
3074,2024-07-31 22:12:01,626,602,2024-07-31,4.0,,,,,,Lightning. Rolls that don't leave the ground,Complete
3073,2024-07-31 22:09:59,597,581,2024-07-31,4.0,,,,,,Great Harris shift but did have one awkward even game switch. Ran for a ball past the center line leaving his back to have wait to roll. Resulted in zach having to run up to the new receiving side back as to not keep the player waiting,Complete
3072,2024-07-31 22:01:02,682,581,2024-07-31,2.5,,,,,,"Felt I needed to add this, but she had a great reaction, especially for a rookie during an even game new balls. She ran right in and got the new balls, beating even her net to in",Complete
3071,2024-07-31 21:58:05,676,581,2024-07-31,2.5,,,,,,"Don't know if it was because of the lateness of the match on Harris but he fidgeting frequently during points, especially on receiving side. Swaying, shifting, moving head, movements were very noticeable.",Complete
3070,2024-07-31 21:52:55,545,581,2024-07-31,3.0,,,,,,Good Harris shift but sometimes has an aura of uncertainty about him. Especially on even game switch and changeover. Not always the best rolls either,Complete
3069,2024-07-31 21:49:09,565,581,2024-07-31,3.5,,,,,,Good all around but sometimes seems to slightly loose focus. Missed a balance throw on Harris and was hesitation on even game ball switch,Complete
3068,2024-07-31 21:46:19,611,581,2024-07-31,3.5,,,,,4.0,Effort is always 💯.  Good balancing and court awarness. Slight hesitation at times but much improved from last year,Complete
3067,2024-07-31 21:42:21,635,581,2024-07-31,4.0,,,,,,"Great net, knows we're all the balls are on court at all times. Rolls can be slower but they are smooth",Complete
3066,2024-07-31 21:41:58,670,602,2024-07-31,3.0,,,,,,Perfectly serviceable. No mistakes under the bright lights,Complete
3065,2024-07-31 21:39:50,679,602,2024-07-31,3.5,,,,,,Really solid rookie,Complete
3064,2024-07-31 21:39:37,549,602,2024-07-31,4.0,,,,,,Does everything right,Complete
3063,2024-07-31 21:39:08,636,581,2024-07-31,4.5,,,,,,Excellent grandstand shift. Shows her experience from other tournaments. Court awarness is Excellent,Complete
3062,2024-07-31 21:37:52,676,581,2024-07-31,2.5,,,,,,Solid rookie back. Decent communication. Was hesitating on even game switch but had quick rolls on Harris.,Complete
3061,2024-07-31 21:34:13,682,581,2024-07-31,2.0,,,,,,Still lacks confidence. Spacing is awkward when feeding balls to player. Either too close and still tries to toss or to far away and not tossing hard enough. Also was balancing on Harris when she should have been serving the player,Complete
3060,2024-07-31 21:31:02,513,581,2024-07-31,4.0,,,,,,"Good Harris shift , quick reactions and court awarness",Complete
3059,2024-07-31 21:17:32,612,600,2024-07-31,3.0,3.0,,,,3.0,Does things right and knows what’s going on. Just not very fast,Complete
3058,2024-07-31 21:13:07,620,602,2024-07-31,2.0,,,,,,Bizarre 1 foot away throw on stadium,Complete
3057,2024-07-31 21:06:39,551,602,2024-07-31,3.5,,,,,,"Plays things conservatively, which can be good in the right situation",Complete
